iter	Logloss
383	0.5988865356
384	0.598711792
385	0.5985592041
386	0.5985106201
387	0.5983644409
388	0.5982362061
389	0.5981436768
390	0.5980238037
391	0.5979334717
392	0.5977806396
393	0.5976789551
394	0.597605835
395	0.5975401001
396	0.5973334351
397	0.5972924805
398	0.59712677
399	0.5969790039
400	0.5967260132
401	0.5965606689
402	0.5964489746
403	0.5963392334
404	0.596234375
405	0.5960487671
406	0.5959764404
407	0.595748291
408	0.5956033325
409	0.5954866943
410	0.5952866211
411	0.5950643921
412	0.5948652954
413	0.5946728516
414	0.5945665283
415	0.5944165039
416	0.5943168945
417	0.5942059937
418	0.5940866089
419	0.5939033203
420	0.5938098145
421	0.5935471191
422	0.5934187012
423	0.5932330933
424	0.5931385498
425	0.5930404053
426	0.5929505615
427	0.5926828613
428	0.5925288086
429	0.5924321289
430	0.5922060547
431	0.5919777832
432	0.5918780518
433	0.5916743164
434	0.5914929199
435	0.5913894043
436	0.5912508545
437	0.5911292114
438	0.5909693604
439	0.5907547607
440	0.5906760254
441	0.5906096802
442	0.5905212402
443	0.5902584229
444	0.5902062988
445	0.5900689697
446	0.5898850098
447	0.5897318115
448	0.5896027222
449	0.5894445801
450	0.5893514404
451	0.5891488037
452	0.5890203857
453	0.5888280029
454	0.5887597046
455	0.5886080322
456	0.5884787598
457	0.5883653564
458	0.5882258301
459	0.588031311
460	0.5878564453
461	0.5877408447
462	0.5875784912
463	0.5874384766
464	0.5872766113
465	0.5871448364
466	0.5870447388
467	0.5869448242
468	0.5868986206
469	0.586795166
470	0.5866859131
471	0.5864959106
472	0.5863730469
473	0.5862642822
474	0.5861486816
475	0.5860480347
476	0.585897583
477	0.5858605347
478	0.5857216797
479	0.5855134277
480	0.5853425293
481	0.5852133789
482	0.5850222168
483	0.5848458252
484	0.5847618408
485	0.584661499
486	0.5845643921
487	0.5844133911
488	0.5842897949
489	0.584090332
490	0.5840090332
491	0.5838979492
492	0.5837704468
493	0.5836900635
494	0.5834554443
495	0.5832901611
496	0.5830898437
497	0.5829467163
498	0.5828280029
499	0.5827097168
500	0.5825673828
501	0.5824835205
502	0.5823305664
503	0.5822114258
504	0.5820924072
505	0.5818817749
506	0.5817037964
507	0.5816404419
508	0.5814603271
509	0.58134375
510	0.5812664795
511	0.581097229
512	0.5809157715
513	0.5807831421
514	0.5806026611
515	0.5805031738
516	0.5803858643
517	0.5803440552
518	0.5802037964
519	0.5801262817
520	0.5800339966
521	0.5798735962
522	0.5797888184
523	0.5796826172
524	0.5795109253
525	0.5793527832
526	0.5791773071
527	0.5790117188
528	0.578927063
529	0.5788292236
530	0.5786154175
531	0.5784958496
532	0.5783932495
533	0.5782427979
534	0.5781995239
535	0.5780618286
536	0.5779533691
537	0.5777974854
538	0.5777017822
539	0.5776033325
540	0.577427002
541	0.5773413086
542	0.5771896362
543	0.5770327148
544	0.5768961792
545	0.5767659302
546	0.5766049194
547	0.5765392456
548	0.5764754639
549	0.5763257446
550	0.5761993408
551	0.5760311279
552	0.5758048096
553	0.5757055664
554	0.5755513916
555	0.5754171753
556	0.5752124023
557	0.5750720215
558	0.5749796753
559	0.5748049316
560	0.5746303711
561	0.5744862061
562	0.5743967285
563	0.5742576904
564	0.5740827026
565	0.5739936523
566	0.5739090576
567	0.5737614746
568	0.5735749512
569	0.5734265137
570	0.5732637329
571	0.5730986328
572	0.5728721924
573	0.5727061768
574	0.5725953369
575	0.5724844971
576	0.5722979126
577	0.5721577148
578	0.5721107178
579	0.5719940186
580	0.5717894897
581	0.5716339111
582	0.5714746094
583	0.5713244629
584	0.5712770386
585	0.5711205444
586	0.5710136108
587	0.5708521118
588	0.5706856689
589	0.5706119995
590	0.5705012817
591	0.5703659668
592	0.5702310791
593	0.5700681763
594	0.5699717407
595	0.5698799438
596	0.5697073364
597	0.5695739746
598	0.5694825439
599	0.5693463135
600	0.56919104
601	0.5690899658
602	0.568932251
603	0.5686915283
604	0.5685661621
605	0.5684454346
606	0.5683837891
607	0.5682907104
608	0.5681776123
609	0.5680687256
610	0.5679818115
611	0.5678481445
612	0.56771521
613	0.5675889893
614	0.5673927002
615	0.5672451172
616	0.567102356
617	0.5669639893
618	0.5668835449
619	0.5666742554
620	0.5665444336
621	0.5664686279
622	0.566395874
623	0.5662591553
624	0.5661390381
625	0.5659656372
626	0.5658421021
627	0.5657801514
628	0.5656311035
629	0.5654804688
630	0.5653828735
631	0.5652655029
632	0.5651661987
633	0.5650461426
634	0.5649446411
635	0.5648383789
636	0.5646994629
637	0.5646559448
638	0.5645407104
639	0.5644185181
640	0.5643214111
641	0.5642050781
642	0.564159668
643	0.5640654297
644	0.5638446655
645	0.5637226562
646	0.5635767212
647	0.563387085
648	0.5632701416
649	0.563210083
650	0.5630115356
651	0.5628634644
652	0.5627327881
653	0.562604248
654	0.5625300903
655	0.5624250488
656	0.5623103027
657	0.5621845093
658	0.5620385132
659	0.5618747559
660	0.5617946777
661	0.5616741333
662	0.5614891968
663	0.5614222412
664	0.5612741699
665	0.5611612549
666	0.5610045166
667	0.5607667847
668	0.5606054687
669	0.5604153442
670	0.5602716675
671	0.5601619263
672	0.5600292969
673	0.5599968872
674	0.5599147339
675	0.5598206787
676	0.5597169189
677	0.559593689
678	0.5594273682
679	0.559338501
680	0.5592075806
681	0.5590583496
682	0.5588862305
683	0.5588283081
684	0.5587046509
685	0.5586136475
686	0.5584741821
687	0.558343689
688	0.5582219238
689	0.558100647
690	0.5579388428
691	0.5578770752
692	0.5577529907
693	0.5576801758
694	0.5575540771
695	0.5574512939
696	0.5573718262
697	0.5572646484
698	0.5571599121
699	0.5570789795
700	0.5569375
701	0.5568349609
702	0.5567055664
703	0.5566498413
704	0.5564996948
705	0.5563959351
706	0.5563125
707	0.5561986084
708	0.5560814209
709	0.5560109863
710	0.5558930664
711	0.5557512207
712	0.5556641846
713	0.5555471191
714	0.5554238281
715	0.5553395386
716	0.5552150879
717	0.5550539551
718	0.5549317627
719	0.5548753662
720	0.5547735596
721	0.5546362915
722	0.5545332642
723	0.5544256592
724	0.5543165283
725	0.5541054687
726	0.5539765625
727	0.5538741455
728	0.5537286377
729	0.5536593628
730	0.5535275879
731	0.5534023437
732	0.5532996826
733	0.5531517334
734	0.5530673828
735	0.5529996338
736	0.5529077148
737	0.5526760254
738	0.5525597534
739	0.5524295654
740	0.5522700195
741	0.5521724243
742	0.5519589844
743	0.5518222656
744	0.5516300049
745	0.5514995117
746	0.5513654175
747	0.5512851562
748	0.5511723633
749	0.5510668945
750	0.55084729
751	0.5507020874
752	0.5505762939
753	0.5504012451
754	0.5502525024
755	0.5501450806
756	0.5499936523
757	0.5498314209
758	0.5496994019
759	0.5495343628
760	0.549477417
761	0.5492368164
762	0.5491654663
763	0.5490510254
764	0.5488797607
765	0.548739624
766	0.5486397095
767	0.5485114136
768	0.5483833008
769	0.5482781982
770	0.5480981445
771	0.5479549561
772	0.5478864746
773	0.547687439
774	0.5475247803
775	0.5473344727
776	0.5471482544
777	0.5470238037
778	0.5469007568
779	0.5467963257
780	0.5466856689
781	0.5465947266
782	0.5464284058
783	0.5463569336
784	0.5462026367
785	0.5460546265
786	0.5459326172
787	0.5457493896
788	0.5456376953
789	0.5455390625
790	0.5454395752
791	0.5453347778
792	0.545291626
793	0.5452674561
794	0.545081665
795	0.5449088135
796	0.5447979736
797	0.5447270508
798	0.5445806274
799	0.5444261475
800	0.5443045654
801	0.5442581177
802	0.5441552734
803	0.5439786987
804	0.5438753662
805	0.543725647
806	0.5436154175
807	0.5435125732
808	0.5433225098
809	0.5431981201
810	0.5430871582
811	0.5429842529
812	0.5428154297
813	0.5427261963
814	0.5426477051
815	0.5425013428
816	0.5423867187
817	0.5422593384
818	0.5421364136
819	0.5420230103
820	0.5419204102
821	0.5417832031
822	0.5416612549
823	0.5415175781
824	0.5414017334
825	0.5413034668
826	0.5412086792
827	0.5409955444
828	0.5409084473
829	0.5408312988
830	0.5407589111
831	0.5406174316
832	0.5404812012
833	0.5403444824
834	0.5401940918
835	0.5400809326
836	0.5398771973
837	0.5397584229
838	0.5396984863
839	0.5395916748
840	0.5395133667
841	0.5393850708
842	0.5392585449
843	0.5390871582
844	0.5389454346
845	0.5387858887
846	0.5386480713
847	0.5385733643
848	0.5383907471
849	0.538234375
850	0.5381044922
851	0.5378977051
852	0.5377963867
853	0.5377340698
854	0.5375756226
855	0.5375147705
856	0.537449585
857	0.5373745117
858	0.537272522
859	0.5371557007
860	0.5370090332
861	0.5369467773
862	0.5368278809
863	0.5367033081
864	0.5365369263
865	0.5363566284
866	0.5363006592
867	0.5362268066
868	0.5361296997
869	0.5360117187
870	0.535836853
871	0.5357753906
872	0.5356179199
873	0.5355158081
874	0.5353962402
875	0.535303833
876	0.5352088623
877	0.5350241699
878	0.5348852539
879	0.5347699585
880	0.5347335205
881	0.5346436768
882	0.534501709
883	0.5344230347
884	0.5343154907
885	0.5342293701
886	0.5340949707
887	0.5340025635
888	0.5339349365
889	0.5338637085
890	0.5337247925
891	0.5336009521
892	0.5334729004
893	0.5333322754
894	0.533244751
895	0.5331086426
896	0.5329558105
897	0.5328182373
898	0.5326929932
899	0.5325581665
900	0.5324740601
901	0.5323724365
902	0.5322529297
903	0.5320461426
904	0.5319845581
905	0.5319102783
906	0.5318109131
907	0.5317058105
908	0.53152771
909	0.5314490967
910	0.5313890991
911	0.531314209
912	0.5312611694
913	0.5311153564
914	0.5309606934
915	0.5307689209
916	0.5306126709
917	0.5305615234
918	0.5304379883
919	0.5303388062
920	0.5302307129
921	0.5301279297
922	0.5300529785
923	0.5299404907
924	0.5298398438
925	0.5297608643
926	0.529578125
927	0.5294830933
928	0.529350647
929	0.5292110596
930	0.5291702881
931	0.5290709229
932	0.5289766846
933	0.5288463745
934	0.5287526855
935	0.5286068115
936	0.5285393066
937	0.5284413452
938	0.5282529297
939	0.5281923218
940	0.5281324463
941	0.5280598755
942	0.5279384766
943	0.5278773193
944	0.5277001953
945	0.527590332
946	0.5274542847
947	0.5273494263
948	0.5272525024
949	0.5271783447
950	0.5270667725
951	0.5269554443
952	0.5268729248
953	0.5267955933
954	0.5267037964
955	0.5266245117
956	0.5265535889
957	0.5264445801
958	0.526375
959	0.5261906128
960	0.5260876465
961	0.5259423828
962	0.5257991943
963	0.5256531982
964	0.5255198975
965	0.5253831787
966	0.5253205566
967	0.5252363281
968	0.5250565186
969	0.5249656372
970	0.5248737793
971	0.524795166
972	0.524611084
973	0.524496582
974	0.5243829346
975	0.5242807617
976	0.5242316895
977	0.5241468506
978	0.5239823608
979	0.5238989868
980	0.5237946777
981	0.5237424927
982	0.5236090088
983	0.5235132446
984	0.5234085083
985	0.5233603516
986	0.5232495728
987	0.523142334
988	0.5230458984
989	0.5229301758
990	0.5228551025
991	0.5226887207
992	0.5225603638
993	0.5224320068
994	0.5223027344
995	0.5222192993
996	0.5221157227
997	0.5220188599
998	0.5219229736
999	0.5218640747
